,dah,PEM2010_INPUT_DTC_ISO_1,PEM2010_INPUT_NP_1,PEM2010_INPUT_RHOB_1,PEM2010_INPUT_RT_1,PEM2010_INPUT_SWE_1,PEM2010_INPUT_SWT_1,PEM2010_INPUT_VCL_1,WELL
2777,2790.0,135.48936,0.91016376,2.2478418,0.69043565,1.0,1.0,0.59523,EBONI-01ST
2778,2790.5,134.86243,0.8185594,2.2574592,0.7327069,1.0,1.0,0.6284713,EBONI-01ST
2779,2791.0,132.65706,0.58348566,2.2838614,0.7650599,1.0,1.0,0.64580625,EBONI-01ST
2780,2791.5,130.45932,0.49480417,2.3060057,0.80006576,1.0,1.0,0.6576331,EBONI-01ST
2781,2792.0,130.28001,0.48867333,2.312045,0.8269783,1.0,1.0,0.65321004,EBONI-01ST
2782,2792.5,131.7079,0.46419603,2.3052142,0.8263493,1.0,1.0,0.6054279,EBONI-01ST
2783,2793.0,132.33105,0.46459594,2.2891104,0.7973594,1.0,1.0,0.58854705,EBONI-01ST
2784,2793.5,131.91063,0.4504779,2.290515,0.77261,1.0,1.0,0.5613369,EBONI-01ST
2785,2794.0,133.57695,0.4490471,2.2928958,0.7372124,1.0,1.0,0.5568835,EBONI-01ST
2786,2794.5,135.7779,0.49700803,2.2754555,0.7141267,1.0,1.0,0.5879167,EBONI-01ST
2787,2795.0,134.23466,0.5476017,2.2723577,0.7445275,1.0,1.0,0.5871854,EBONI-01ST
2788,2795.5,134.11926,0.60964733,2.270467,0.7936021,1.0,1.0,0.5769126,EBONI-01ST
2789,2796.0,133.63103,0.56471825,2.2699742,0.86983824,1.0,1.0,0.5509495,EBONI-01ST
2790,2796.5,129.786,0.43134496,2.294997,0.9376655,1.0,1.0,0.5169878,EBONI-01ST
2791,2797.0,126.83032,0.43374884,2.2955823,0.9424459,1.0,1.0,0.519893,EBONI-01ST
2792,2797.5,124.86277,0.47381002,2.289837,0.928393,1.0,1.0,0.55505556,EBONI-01ST
2793,2798.0,124.97177,0.4817856,2.3040462,0.95034194,1.0,1.0,0.56306994,EBONI-01ST
2794,2798.5,124.74432,0.44730356,2.3140528,1.0084335,1.0,1.0,0.5452777,EBONI-01ST
2795,2799.0,123.8046,0.41909412,2.3270652,1.044413,1.0,1.0,0.5374105,EBONI-01ST
2796,2799.5,122.86285,0.4070763,2.3363554,1.0399424,1.0,1.0,0.5232013,EBONI-01ST
2797,2800.0,123.39749,0.45559883,2.3246574,0.9713488,1.0,1.0,0.5433976,EBONI-01ST
2798,2800.5,128.23917,0.5744518,2.28883,0.9006641,1.0,1.0,0.6154636,EBONI-01ST
2799,2801.0,131.82693,0.5754426,2.275791,0.91835684,1.0,1.0,0.6177906,EBONI-01ST
2800,2801.5,129.1608,0.46295565,2.2836275,1.0570588,1.0,1.0,0.5352687,EBONI-01ST
2801,2802.0,125.69997,0.46501365,2.2734733,1.1794727,1.0,1.0,0.52454466,EBONI-01ST
2802,2802.5,122.64736,0.46745414,2.3003957,1.1827528,1.0,1.0,0.54032767,EBONI-01ST
2803,2803.0,121.80676,0.40797216,2.3407052,1.0601121,1.0,1.0,0.5125907,EBONI-01ST
2804,2803.5,126.18558,0.41018414,2.323241,0.9451323,1.0,1.0,0.51261944,EBONI-01ST
2805,2804.0,127.537056,0.46834996,2.3281922,0.9283879,1.0,1.0,0.5329789,EBONI-01ST
2806,2804.5,127.34512,0.4992444,2.3508158,0.96845865,1.0,1.0,0.5496369,EBONI-01ST
2807,2805.0,131.3507,0.48358288,2.3504622,1.0221021,1.0,1.0,0.57678425,EBONI-01ST
2808,2805.5,136.5345,0.46264723,2.29292,1.1252673,1.0,1.0,0.5713477,EBONI-01ST
2809,2806.0,135.99074,0.43878737,2.2683036,1.2217811,1.0,1.0,0.55386007,EBONI-01ST
2810,2806.5,136.75104,0.38874,2.2339635,1.3010807,1.0,1.0,0.44522,EBONI-01ST
2811,2807.0,140.76476,0.3151333,2.1316047,1.2998167,1.0,1.0,0.25484672,EBONI-01ST
2812,2807.5,138.50945,0.33971334,2.1561556,1.1422601,1.0,1.0,0.3128361,EBONI-01ST
2813,2808.0,137.00708,0.38099948,2.2250242,1.0431151,1.0,1.0,0.42771888,EBONI-01ST
2814,2808.5,139.03963,0.3795613,2.2247965,1.0924919,1.0,1.0,0.42509598,EBONI-01ST
2815,2809.0,140.49458,0.3932559,2.1924438,1.0016984,1.0,1.0,0.42836645,EBONI-01ST
2816,2809.5,139.82233,0.48797,2.212598,0.8343789,1.0,1.0,0.5011105,EBONI-01ST
2817,2810.0,137.94376,0.60444313,2.2689435,0.7348919,1.0,1.0,0.5830288,EBONI-01ST
2818,2810.5,137.01872,0.55571467,2.280838,0.7355513,1.0,1.0,0.587394,EBONI-01ST
2819,2811.0,136.76292,0.53947353,2.2694583,0.7372082,1.0,1.0,0.55942225,EBONI-01ST
2820,2811.5,136.68028,0.61354774,2.2713456,0.74665666,1.0,1.0,0.57587665,EBONI-01ST
2821,2812.0,136.0038,0.5957456,2.2578506,0.7760806,1.0,1.0,0.629068,EBONI-01ST
2822,2812.5,134.81075,0.53117615,2.258834,0.80981106,1.0,1.0,0.61637837,EBONI-01ST
2823,2813.0,133.75014,0.5482123,2.2940729,0.8247145,1.0,1.0,0.59913886,EBONI-01ST
2824,2813.5,133.26308,0.54328626,2.3212886,0.8134051,1.0,1.0,0.6086919,EBONI-01ST
2825,2814.0,133.70163,0.4930894,2.3313444,0.7947675,1.0,1.0,0.62877,EBONI-01ST
2826,2814.5,133.4754,0.480945,2.3213978,0.7863828,1.0,1.0,0.6475333,EBONI-01ST
2827,2815.0,132.6349,0.46287277,2.3139808,0.7850867,1.0,1.0,0.60750556,EBONI-01ST
2828,2815.5,131.71408,0.4382794,2.3218892,0.77183187,1.0,1.0,0.5690981,EBONI-01ST
2829,2816.0,130.9467,0.473673,2.3278713,0.772483,1.0,1.0,0.6176859,EBONI-01ST
2830,2816.5,130.62279,0.48624998,2.3258193,0.80173224,1.0,1.0,0.6396749,EBONI-01ST
2831,2817.0,130.15047,0.5105759,2.3155553,0.82986295,1.0,1.0,0.67093766,EBONI-01ST
2832,2817.5,129.66376,0.51909065,2.3161182,0.8772132,1.0,1.0,0.6877806,EBONI-01ST
2833,2818.0,130.84546,0.52813274,2.311076,0.9665606,1.0,1.0,0.6757356,EBONI-01ST
2834,2818.5,131.87285,0.5607833,2.292695,1.0679421,1.0,1.0,0.67890114,EBONI-01ST
2835,2819.0,131.94086,0.5345462,2.2857418,1.1241863,1.0,1.0,0.6585201,EBONI-01ST
2836,2819.5,131.81143,0.48678762,2.2874117,1.0892576,1.0,1.0,0.6298618,EBONI-01ST
2837,2820.0,131.40514,0.45561668,2.2772894,1.1272645,1.0,1.0,0.58941674,EBONI-01ST
2838,2820.5,133.76534,0.46084526,2.261052,1.3493012,0.8517765,0.9547877,0.57337236,EBONI-01ST
2839,2821.0,137.62773,0.39170438,2.1566014,1.7213981,0.6977056,0.8377213,0.38682622,EBONI-01ST
2840,2821.5,135.81207,0.30990556,2.0684521,1.7346039,0.83083725,0.85975826,0.20556003,EBONI-01ST
2841,2822.0,133.61751,0.37736282,2.173404,1.3425821,0.95955443,0.9613056,0.3818506,EBONI-01ST
2842,2822.5,133.47923,0.46240684,2.3081162,0.9519481,1.0,1.0,0.6017781,EBONI-01ST
2843,2823.0,133.0216,0.47398314,2.314313,0.8719881,1.0,1.0,0.6216475,EBONI-01ST
2844,2823.5,132.39677,0.46235445,2.307067,0.862896,1.0,1.0,0.59516835,EBONI-01ST
2845,2824.0,132.23225,0.45813832,2.3020582,0.8489712,1.0,1.0,0.57857,EBONI-01ST
2846,2824.5,132.11427,0.49792066,2.3003943,0.8298681,1.0,1.0,0.64161944,EBONI-01ST
2847,2825.0,132.13058,0.54655844,2.3089547,0.8533011,1.0,1.0,0.69578576,EBONI-01ST
2848,2825.5,132.17307,0.5713078,2.3135867,0.8801845,1.0,1.0,0.6787289,EBONI-01ST
2849,2826.0,132.09834,0.527672,2.3017564,0.902952,1.0,1.0,0.62179863,EBONI-01ST
2850,2826.5,131.77187,0.46606812,2.2958994,0.90873885,1.0,1.0,0.5882962,EBONI-01ST
2851,2827.0,131.39853,0.45744997,2.2987673,0.90239054,1.0,1.0,0.58137316,EBONI-01ST
2852,2827.5,131.24496,0.46020168,2.3071883,0.90068996,1.0,1.0,0.5954094,EBONI-01ST
2853,2828.0,131.57173,0.5156454,2.3220296,0.9127572,1.0,1.0,0.61158,EBONI-01ST
2854,2828.5,131.8671,0.5651641,2.3136394,0.94892937,1.0,1.0,0.61598,EBONI-01ST
2855,2829.0,132.51637,0.53470945,2.2989807,0.97641003,1.0,1.0,0.6341867,EBONI-01ST
2856,2829.5,133.4385,0.48293006,2.2863388,0.9668507,1.0,1.0,0.60944,EBONI-01ST
2857,2830.0,132.94756,0.47161064,2.2717605,0.90281993,1.0,1.0,0.569022,EBONI-01ST
2858,2830.5,132.07222,0.48549476,2.3042507,0.82699895,1.0,1.0,0.6082558,EBONI-01ST
2859,2831.0,131.97073,0.5292989,2.327326,0.81669885,1.0,1.0,0.6438956,EBONI-01ST
2860,2831.5,132.01622,0.6148907,2.3127673,0.8481327,1.0,1.0,0.675095,EBONI-01ST
2861,2832.0,132.22745,0.5392437,2.3061864,0.861972,1.0,1.0,0.6324706,EBONI-01ST
2862,2832.5,132.4128,0.48405156,2.3053448,0.8599632,1.0,1.0,0.63251793,EBONI-01ST
2863,2833.0,132.33502,0.5245712,2.3069305,0.842744,1.0,1.0,0.6908884,EBONI-01ST
2864,2833.5,131.94923,0.5754607,2.3168654,0.8306345,1.0,1.0,0.7087879,EBONI-01ST
2865,2834.0,131.58653,0.56263995,2.3260612,0.834323,1.0,1.0,0.6728794,EBONI-01ST
2866,2834.5,132.06148,0.53914267,2.3217623,0.81426,1.0,1.0,0.65607476,EBONI-01ST
2867,2835.0,133.34119,0.5020336,2.3173149,0.77074647,1.0,1.0,0.6250076,EBONI-01ST
2868,2835.5,133.17374,0.4942463,2.3195832,0.7538106,1.0,1.0,0.61293507,EBONI-01ST
2869,2836.0,131.73488,0.5646723,2.319467,0.78112,1.0,1.0,0.6438512,EBONI-01ST
2870,2836.5,132.29706,0.6606688,2.3100562,0.7723116,1.0,1.0,0.6439967,EBONI-01ST
2871,2837.0,133.01694,0.7177329,2.300973,0.7391547,1.0,1.0,0.6207694,EBONI-01ST
2872,2837.5,132.32971,0.66086656,2.3070028,0.74736106,1.0,1.0,0.6092044,EBONI-01ST
2873,2838.0,131.75847,0.5721677,2.3087807,0.7579925,1.0,1.0,0.6372024,EBONI-01ST
2874,2838.5,131.2129,0.52544814,2.309771,0.74372566,1.0,1.0,0.67673,EBONI-01ST
2875,2839.0,131.11693,0.5232635,2.313651,0.7218441,1.0,1.0,0.66780597,EBONI-01ST
2876,2839.5,131.64983,0.4849383,2.3232946,0.6992099,1.0,1.0,0.6463845,EBONI-01ST
2877,2840.0,131.84511,0.4964082,2.3359492,0.701937,1.0,1.0,0.6607023,EBONI-01ST
2878,2840.5,131.46036,0.5205562,2.3358681,0.7543268,1.0,1.0,0.6745706,EBONI-01ST
2879,2841.0,131.2604,0.4958035,2.3244567,0.7916191,1.0,1.0,0.65624094,EBONI-01ST
2880,2841.5,130.54912,0.49122444,2.324194,0.7936949,1.0,1.0,0.64881724,EBONI-01ST
2881,2842.0,128.65398,0.54168797,2.3333306,0.7972366,1.0,1.0,0.6734993,EBONI-01ST
2882,2842.5,126.38029,0.53449357,2.3377123,0.850053,1.0,1.0,0.6936694,EBONI-01ST
2883,2843.0,126.11631,0.47888651,2.3343177,0.909684,1.0,1.0,0.6515535,EBONI-01ST
2884,2843.5,127.5215,0.45808443,2.336709,0.92375445,1.0,1.0,0.62185615,EBONI-01ST
2885,2844.0,128.25168,0.47585002,2.3411293,0.915714,1.0,1.0,0.6509373,EBONI-01ST
2886,2844.5,127.84637,0.6268528,2.3321834,0.9141738,1.0,1.0,0.66247106,EBONI-01ST
2887,2845.0,127.245094,0.70040643,2.3256905,0.93084604,1.0,1.0,0.637799,EBONI-01ST
2888,2845.5,126.506935,0.5890458,2.319383,0.9676341,1.0,1.0,0.62485355,EBONI-01ST
2889,2846.0,126.89527,0.5043833,2.3174598,1.0044307,1.0,1.0,0.601642,EBONI-01ST
2890,2846.5,130.04796,0.5227837,2.3217068,0.95975685,1.0,1.0,0.59003687,EBONI-01ST
2891,2847.0,131.93622,0.50826365,2.323948,0.87759095,1.0,1.0,0.6293474,EBONI-01ST
2892,2847.5,131.86937,0.5388206,2.3245375,0.81476593,1.0,1.0,0.6796079,EBONI-01ST
2893,2848.0,131.11151,0.5462469,2.325384,0.8097131,1.0,1.0,0.64101684,EBONI-01ST
2894,2848.5,130.93456,0.5220616,2.3275802,0.8021999,1.0,1.0,0.6202226,EBONI-01ST
2895,2849.0,131.31163,0.58754563,2.3204205,0.7527383,1.0,1.0,0.66384333,EBONI-01ST
2896,2849.5,131.71904,0.59592205,2.3070538,0.66566795,1.0,1.0,0.68074596,EBONI-01ST
2897,2850.0,131.62689,0.46716893,2.3197987,0.65181,1.0,1.0,0.59845614,EBONI-01ST
2898,2850.5,131.2654,0.45421052,2.3233497,0.66833377,1.0,1.0,0.5994437,EBONI-01ST
2899,2851.0,130.98026,0.48411307,2.3118212,0.6769619,1.0,1.0,0.64710057,EBONI-01ST
2900,2851.5,130.92947,0.48654196,2.3106933,0.69257534,1.0,1.0,0.6465561,EBONI-01ST
2901,2852.0,130.71184,0.4984567,2.3097153,0.7259494,1.0,1.0,0.65008324,EBONI-01ST
2902,2852.5,130.57198,0.49934474,2.3122997,0.77493995,1.0,1.0,0.65375525,EBONI-01ST
2903,2853.0,130.3464,0.52944,2.3284411,0.8429894,1.0,1.0,0.6893243,EBONI-01ST
2904,2853.5,129.46881,0.68644553,2.336885,0.8669345,1.0,1.0,0.6651284,EBONI-01ST
2905,2854.0,129.0585,0.6757005,2.3298616,0.87099004,1.0,1.0,0.63902044,EBONI-01ST
2906,2854.5,129.89668,0.5291243,2.3268228,0.86464256,1.0,1.0,0.672258,EBONI-01ST
2907,2855.0,130.14778,0.51007503,2.3298624,0.85555804,1.0,1.0,0.67821884,EBONI-01ST
2908,2855.5,129.62604,0.4708811,2.3307674,0.8496572,1.0,1.0,0.6265578,EBONI-01ST
2909,2856.0,129.35771,0.47304386,2.332188,0.8305705,1.0,1.0,0.6215422,EBONI-01ST
2910,2856.5,129.06686,0.48546377,2.3316505,0.7662531,1.0,1.0,0.64272624,EBONI-01ST
2911,2857.0,128.84853,0.47967666,2.3351173,0.6716078,1.0,1.0,0.64788663,EBONI-01ST
2912,2857.5,128.72403,0.4855495,2.3355646,0.62600726,1.0,1.0,0.65582764,EBONI-01ST
2913,2858.0,128.91565,0.48058587,2.3338912,0.63652647,1.0,1.0,0.65174943,EBONI-01ST
2914,2858.5,129.08264,0.4671,2.3414593,0.66931623,1.0,1.0,0.63777256,EBONI-01ST
2915,2859.0,128.80385,0.47443613,2.3341415,0.6421111,1.0,1.0,0.6371734,EBONI-01ST
2916,2859.5,128.18257,0.5045372,2.328214,0.5999272,1.0,1.0,0.6822838,EBONI-01ST
2917,2860.0,127.18943,0.53340435,2.334354,0.56004757,1.0,1.0,0.7035388,EBONI-01ST
2918,2860.5,127.39193,0.56094646,2.335216,0.53230053,1.0,1.0,0.7029411,EBONI-01ST
2919,2861.0,128.5263,0.5325328,2.3358238,0.5548744,1.0,1.0,0.69287723,EBONI-01ST
2920,2861.5,129.01651,0.45409706,2.335962,0.6280071,1.0,1.0,0.6034547,EBONI-01ST
2921,2862.0,128.5954,0.43166378,2.3369317,0.6924744,1.0,1.0,0.5679125,EBONI-01ST
2922,2862.5,128.60104,0.46500668,2.3372285,0.6966401,1.0,1.0,0.63450885,EBONI-01ST
2923,2863.0,128.53563,0.49359947,2.337984,0.71116114,1.0,1.0,0.6791933,EBONI-01ST
2924,2863.5,127.97038,0.497705,2.3335345,0.7518625,1.0,1.0,0.67920816,EBONI-01ST
2925,2864.0,127.6387,0.47151878,2.3383524,0.7773464,1.0,1.0,0.6427671,EBONI-01ST
2926,2864.5,127.356476,0.46799558,2.3501291,0.77952397,1.0,1.0,0.6355195,EBONI-01ST
2927,2865.0,127.17604,0.47590885,2.3545494,0.7938371,1.0,1.0,0.64645004,EBONI-01ST
2928,2865.5,127.175186,0.49332374,2.3435762,0.84987247,1.0,1.0,0.6795243,EBONI-01ST
2929,2866.0,127.294586,0.5239032,2.3290482,0.90688056,1.0,1.0,0.7102794,EBONI-01ST
2930,2866.5,127.51425,0.5354517,2.3326592,0.9289522,1.0,1.0,0.7124945,EBONI-01ST
2931,2867.0,127.3682,0.5006227,2.3401198,0.9487993,1.0,1.0,0.672694,EBONI-01ST
2932,2867.5,126.950745,0.47129312,2.3380013,0.9666563,1.0,1.0,0.64151126,EBONI-01ST
2933,2868.0,126.765526,0.43193632,2.3343546,0.9741557,1.0,1.0,0.5598999,EBONI-01ST
2934,2868.5,126.60692,0.42128614,2.3422477,0.9719216,1.0,1.0,0.54600275,EBONI-01ST
2935,2869.0,126.56093,0.47110137,2.3537753,0.9657013,1.0,1.0,0.645586,EBONI-01ST
2936,2869.5,126.89087,0.50326526,2.3484983,0.95645833,1.0,1.0,0.6923284,EBONI-01ST
2937,2870.0,126.927055,0.532839,2.3501952,0.9554054,1.0,1.0,0.70264995,EBONI-01ST
2938,2870.5,126.66788,0.55538535,2.3564754,0.95678866,1.0,1.0,0.6950007,EBONI-01ST
2939,2871.0,126.54637,0.56580865,2.3518305,0.9560007,1.0,1.0,0.6882633,EBONI-01ST
2940,2871.5,126.76617,0.50719315,2.341397,0.9407048,1.0,1.0,0.64247113,EBONI-01ST
2941,2872.0,126.96623,0.4546943,2.33868,0.9196684,1.0,1.0,0.61424893,EBONI-01ST
2942,2872.5,126.83039,0.45838133,2.3502622,0.899702,1.0,1.0,0.6237253,EBONI-01ST
2943,2873.0,126.53247,0.4889882,2.3509693,0.89502645,1.0,1.0,0.62602353,EBONI-01ST
2944,2873.5,126.35652,0.57621753,2.3418145,0.89162,1.0,1.0,0.666556,EBONI-01ST
2945,2874.0,126.20546,0.55073065,2.3487082,0.8910516,1.0,1.0,0.6581444,EBONI-01ST
2946,2874.5,126.03015,0.46954468,2.349788,0.9218713,1.0,1.0,0.6354027,EBONI-01ST
2947,2875.0,125.84891,0.49927828,2.3353157,0.9733022,1.0,1.0,0.654669,EBONI-01ST
2948,2875.5,125.82507,0.48863,2.333004,0.9976614,1.0,1.0,0.6498776,EBONI-01ST
2949,2876.0,125.803955,0.47351944,2.3373318,0.9974617,1.0,1.0,0.64919347,EBONI-01ST
2950,2876.5,125.71387,0.45182502,2.34476,0.96631813,1.0,1.0,0.6146101,EBONI-01ST
2951,2877.0,126.16202,0.43178555,2.3428307,0.95885605,1.0,1.0,0.57321274,EBONI-01ST
2952,2877.5,126.77633,0.41802368,2.336695,0.98057514,1.0,1.0,0.53888154,EBONI-01ST
2953,2878.0,126.95993,0.44135123,2.3307314,0.9896074,1.0,1.0,0.5595906,EBONI-01ST
2954,2878.5,127.32845,0.51483476,2.3364773,0.9779194,1.0,1.0,0.6438877,EBONI-01ST
2955,2879.0,127.99414,0.53550786,2.3413835,0.96494377,1.0,1.0,0.684755,EBONI-01ST
2956,2879.5,128.25684,0.493727,2.3374484,0.93459463,1.0,1.0,0.66019475,EBONI-01ST
2957,2880.0,127.578674,0.47661945,2.3305073,0.9094735,1.0,1.0,0.6391235,EBONI-01ST
2958,2880.5,127.39496,0.49883416,2.3408332,0.9021077,1.0,1.0,0.63669246,EBONI-01ST
2959,2881.0,128.11589,0.53798,2.3409169,0.9046382,1.0,1.0,0.6835082,EBONI-01ST
2960,2881.5,127.79033,0.5254094,2.3304431,0.8863759,1.0,1.0,0.7022617,EBONI-01ST
2961,2882.0,126.26222,0.49923941,2.3411148,0.84508526,1.0,1.0,0.6714142,EBONI-01ST
2962,2882.5,125.61432,0.5124088,2.3576183,0.82731766,1.0,1.0,0.66645366,EBONI-01ST
2963,2883.0,126.5585,0.4750693,2.3902287,0.85483205,1.0,1.0,0.61831,EBONI-01ST
2964,2883.5,127.278725,0.47497356,2.3683338,0.8986258,1.0,1.0,0.6492442,EBONI-01ST
2965,2884.0,126.86062,0.512171,2.335459,0.87927103,1.0,1.0,0.7007105,EBONI-01ST
2966,2884.5,127.13293,0.4979365,2.3318517,0.8324953,1.0,1.0,0.6701241,EBONI-01ST
2967,2885.0,128.59593,0.4801993,2.3386154,0.8216361,1.0,1.0,0.6509693,EBONI-01ST
2968,2885.5,128.89409,0.52265894,2.345955,0.81613636,1.0,1.0,0.7046447,EBONI-01ST
2969,2886.0,128.14311,0.55697894,2.3449323,0.80666584,1.0,1.0,0.6987547,EBONI-01ST
2970,2886.5,127.019264,0.53813004,2.3487859,0.8069827,1.0,1.0,0.66648996,EBONI-01ST
2971,2887.0,126.541245,0.42790136,2.3440955,0.8204347,1.0,1.0,0.5472213,EBONI-01ST
2972,2887.5,126.138084,0.39123163,2.3448443,0.84719306,1.0,1.0,0.49160627,EBONI-01ST
2973,2888.0,126.618614,0.44103056,2.3588233,0.8459005,1.0,1.0,0.5878358,EBONI-01ST
2974,2888.5,127.70455,0.513332,2.373344,0.8470446,1.0,1.0,0.6769853,EBONI-01ST
2975,2889.0,127.22415,0.52706563,2.3645895,0.9048131,1.0,1.0,0.66212064,EBONI-01ST
2976,2889.5,125.99337,0.5065357,2.3450058,0.96616685,1.0,1.0,0.65942425,EBONI-01ST
2977,2890.0,125.87503,0.517295,2.3440323,0.97424614,1.0,1.0,0.66657615,EBONI-01ST
2978,2890.5,126.62204,0.51646864,2.3441076,0.91927606,1.0,1.0,0.64860076,EBONI-01ST
2979,2891.0,126.94693,0.53039,2.3286264,0.8854433,1.0,1.0,0.6843116,EBONI-01ST
2980,2891.5,127.144196,0.54254466,2.3300636,0.8822101,1.0,1.0,0.71489996,EBONI-01ST
2981,2892.0,127.75654,0.49194875,2.3376646,0.8849481,1.0,1.0,0.67002064,EBONI-01ST
2982,2892.5,127.47334,0.4707269,2.334665,0.88471997,1.0,1.0,0.6392919,EBONI-01ST
2983,2893.0,125.74049,0.5018333,2.3360434,0.89548886,1.0,1.0,0.6664111,EBONI-01ST
2984,2893.5,123.85533,0.5154333,2.3357368,0.93817437,1.0,1.0,0.67420274,EBONI-01ST
2985,2894.0,122.91682,0.46428996,2.3351386,1.0135726,1.0,1.0,0.6064137,EBONI-01ST
2986,2894.5,122.69287,0.45367336,2.3343868,1.0907739,1.0,1.0,0.6051739,EBONI-01ST
2987,2895.0,122.5711,0.46284887,2.323743,1.1595354,1.0,1.0,0.61192334,EBONI-01ST
2988,2895.5,123.59074,0.46386504,2.3067887,1.2223338,1.0,1.0,0.59651566,EBONI-01ST
2989,2896.0,122.47301,0.46708253,2.313591,1.2523144,1.0,1.0,0.61028814,EBONI-01ST
2990,2896.5,119.56989,0.42987606,2.3386738,1.2102633,1.0,1.0,0.56307554,EBONI-01ST
2991,2897.0,118.733116,0.41356167,2.3391562,1.1683294,1.0,1.0,0.5309412,EBONI-01ST
2992,2897.5,119.65783,0.38740376,2.3296406,1.1665499,1.0,1.0,0.46826434,EBONI-01ST
2993,2898.0,120.91619,0.3967911,2.3368764,1.1883665,1.0,1.0,0.49483666,EBONI-01ST
2994,2898.5,121.09843,0.40882385,2.3385546,1.1846627,1.0,1.0,0.52067935,EBONI-01ST
2995,2899.0,121.45716,0.40057245,2.3399277,1.1325644,1.0,1.0,0.50564003,EBONI-01ST
2996,2899.5,122.07474,0.44859245,2.345794,1.1063555,1.0,1.0,0.5998538,EBONI-01ST
2997,2900.0,122.096855,0.4852756,2.346054,1.0970645,1.0,1.0,0.6549817,EBONI-01ST
2998,2900.5,121.835045,0.46658114,2.3477633,1.0802705,1.0,1.0,0.62663215,EBONI-01ST
2999,2901.0,122.28488,0.4647344,2.3409948,1.0587013,1.0,1.0,0.63253254,EBONI-01ST
3000,2901.5,124.37243,0.48266995,2.3369172,1.0496471,1.0,1.0,0.64929056,EBONI-01ST
3001,2902.0,125.75934,0.5272626,2.3456182,1.044688,1.0,1.0,0.6648963,EBONI-01ST
3002,2902.5,126.20051,0.54810727,2.3510134,1.0114645,1.0,1.0,0.6865028,EBONI-01ST
3003,2903.0,126.63309,0.5216218,2.345867,0.9561744,1.0,1.0,0.70015377,EBONI-01ST
3004,2903.5,126.68678,0.5384806,2.3426208,0.9412143,1.0,1.0,0.68438166,EBONI-01ST
3005,2904.0,126.000206,0.5171563,2.3472729,0.94183046,1.0,1.0,0.65727055,EBONI-01ST
3006,2904.5,125.41369,0.5414553,2.352926,0.93556947,1.0,1.0,0.68325126,EBONI-01ST
3007,2905.0,125.724754,0.5284571,2.3517883,0.9308753,1.0,1.0,0.64857125,EBONI-01ST
3008,2905.5,126.18696,0.46609157,2.3516853,0.93739116,1.0,1.0,0.62614274,EBONI-01ST
3009,2906.0,126.23565,0.49576718,2.3461592,0.9380211,1.0,1.0,0.6757945,EBONI-01ST
3010,2906.5,126.143295,0.4871065,2.3303568,0.9332253,1.0,1.0,0.6477176,EBONI-01ST
3011,2907.0,125.99889,0.49211368,2.3279693,0.92689955,1.0,1.0,0.6365873,EBONI-01ST
3012,2907.5,125.74642,0.49077946,2.3322992,0.9170916,1.0,1.0,0.6362183,EBONI-01ST
3013,2908.0,125.47557,0.42806068,2.334156,0.9107357,1.0,1.0,0.55289435,EBONI-01ST
3014,2908.5,125.18971,0.4186894,2.3353472,0.9195265,1.0,1.0,0.5360711,EBONI-01ST
3015,2909.0,124.87298,0.4493733,2.3322437,0.93031,1.0,1.0,0.58634555,EBONI-01ST
3016,2909.5,124.56667,0.4671675,2.3361278,0.935568,1.0,1.0,0.62507874,EBONI-01ST
3017,2910.0,124.106926,0.43696058,2.3415337,0.9396848,1.0,1.0,0.57911444,EBONI-01ST
3018,2910.5,123.88808,0.49905902,2.3355463,0.944269,1.0,1.0,0.64233506,EBONI-01ST
3019,2911.0,124.2966,0.5260772,2.334069,0.9512933,1.0,1.0,0.6871472,EBONI-01ST
3020,2911.5,125.40541,0.44706005,2.337138,0.95955145,1.0,1.0,0.59250575,EBONI-01ST
3021,2912.0,125.77141,0.44823682,2.3300533,0.9617306,1.0,1.0,0.5842875,EBONI-01ST
3022,2912.5,124.79885,0.4614705,2.3331609,0.9676749,1.0,1.0,0.6086825,EBONI-01ST
3023,2913.0,123.97464,0.43102336,2.341027,0.98623616,1.0,1.0,0.5594905,EBONI-01ST
3024,2913.5,123.669136,0.41428998,2.3398473,1.0265614,1.0,1.0,0.53063285,EBONI-01ST
3025,2914.0,123.50387,0.4298661,2.3475695,0.9875773,1.0,1.0,0.5700017,EBONI-01ST
3026,2914.5,124.05272,0.45444408,2.3507583,0.92191935,1.0,1.0,0.616846,EBONI-01ST
3027,2915.0,124.43265,0.5208044,2.3454633,0.92175937,1.0,1.0,0.702983,EBONI-01ST
3028,2915.5,124.59233,0.4963193,2.3302078,1.1290444,1.0,1.0,0.6352878,EBONI-01ST
3029,2916.0,125.7304,0.32489163,2.1825616,1.6004117,0.98918223,0.9899833,0.27679944,EBONI-01ST
3030,2916.5,125.80929,0.319974,2.182975,1.6147864,0.99026394,0.99098504,0.2841465,EBONI-01ST
3031,2917.0,124.9268,0.42235628,2.3075507,1.2480588,1.0,1.0,0.5410663,EBONI-01ST
3032,2917.5,123.92195,0.45647267,2.3439229,1.048198,1.0,1.0,0.61590004,EBONI-01ST
3033,2918.0,124.02672,0.459195,2.3462143,1.0399617,1.0,1.0,0.62135774,EBONI-01ST
3034,2918.5,125.05662,0.49342,2.3419018,1.019801,1.0,1.0,0.6423515,EBONI-01ST
